EOGNoiseDuration,blinkIntervalAvg,blinkIntervalMax,blinkSpeed,blinkSpeedStd,blinkStrength,blinkStrengthMax,blinkStrengthMin,bodyMoveVertical,cadence,capturedAt,eyeMoveBigHorizontal,eyeMoveBigVertical,eyeMoveHorizontal,eyeMoveVertical,fitError,focus,footholdLeft,footholdRight,numBlinkBurst,numBlinks,numSteps1000,numSteps280,numSteps310,numSteps340,numSteps370,numSteps400,numSteps430,numSteps460,numSteps500,numSteps530,numSteps560,numSteps590,numSteps620,numSteps650,numSteps680,numSteps710,numSteps750,numSteps780,numSteps810,numSteps840,numSteps870,numSteps900,numSteps930,numSteps960,numStoredData,pitchAvg,pitchDiff,powerLeft,rollAvg,rollDiff,sittingPostureIndex1,sittingPostureIndex2,sittingPostureIndex3,sleepy
26,2317.667,2317.667,183,52,74,190,34,,0,"Tue, 17 May 2016 16:16:00 +0900",0,22.94118,7.058824,38.82353,0,0,0,0,3.529412,26.47059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,4,0,0,1,12,11,0
44,632,632,227,78,86,107,58,,89,"Tue, 17 May 2016 16:17:00 +0900",15,41.25,18.75,22.5,0,0,61,61,3.75,11.25,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,1,2,0,0,0,1,0,0,226,2.01,9.06,4,1.17,7.04,20,12,11,0
51,262.5,262.5,174,54,120,188,32,,106,"Tue, 17 May 2016 16:18:00 +0900",40,40,6.666667,0,0,0,59,60,13.33333,33.33334,0,0,0,0,0,0,2,9,7,4,21,23,13,1,4,3,0,0,1,1,0,0,0,0,225,-5.04,3.07,4,2.37,4.46,16,12,12,0
42,1695,1695,200,50,127,134,120,,102,"Tue, 17 May 2016 16:19:00 +0900",23.33333,53.33333,26.66667,10,0,0,61,59,0,6.666667,0,0,0,0,0,0,0,1,10,6,8,27,36,14,0,0,0,0,0,0,0,0,0,0,224,-4.6,3.26,4,3.92,5.19,12,16,12,0
44,274.6667,274.6667,177,30,77,125,50,,97,"Tue, 17 May 2016 16:20:00 +0900",11.25,45,30,22.5,0,0,60,61,26.25,37.5,0,0,0,0,0,0,0,0,0,1,3,21,20,10,5,1,0,0,0,1,0,0,0,0,223,-2.81,3.7,4,1.94,4.02,12,1,17,0
51,187.5,187.5,140,10,76,82,69,,95,"Tue, 17 May 2016 16:21:00 +0900",33.33334,46.66667,20,13.33333,0,0,63,64,0,13.33333,1,1,0,0,0,0,1,0,1,1,4,11,15,24,27,2,1,1,1,0,0,0,0,1,222,-6.21,4.98,4,1.7,5.52,12,22,11,0
50,2758.333,2758.333,133,12,97,110,89,,88,"Tue, 17 May 2016 16:22:00 +0900",30,48,18,18,0,0,60,61,0,18,0,0,0,0,0,0,0,0,0,0,1,0,4,17,9,7,7,0,1,1,0,0,1,0,221,-5.89,4.77,4,0.54,5.23,11,12,17,0
51,312,312,138,66,115,174,84,,92,"Tue, 17 May 2016 16:23:00 +0900",26.66667,80,20,20,0,0,58,61,6.666667,40,1,0,0,0,0,0,0,0,0,0,6,13,12,14,16,4,5,0,2,0,1,0,0,0,220,3.98,5.63,4,0.24,4.31,12,12,17,0
58,0,0,220,0,126,126,126,,118,"Tue, 17 May 2016 16:24:00 +0900",30,30,0,0,0,0,59,59,0,30,0,1,0,0,1,2,8,15,42,24,13,12,4,2,0,1,0,0,0,1,0,0,0,0,219,-5.57,3.5,4,2.61,3.93,17,17,17,0
59,0,0,0,0,0,0,0,,113,"Tue, 17 May 2016 16:25:00 +0900",60,60,0,0,3,0,59,57,0,0,1,0,0,0,0,2,7,12,28,15,13,5,9,2,3,1,4,1,1,0,0,0,0,0,218,1.22,4.3,4,2.45,3.7,5,12,1,0
54,0,0,60,0,44,44,44,,106,"Tue, 17 May 2016 16:26:00 +0900",20,90,30,10,0,0,62,60,0,10,1,0,0,0,0,1,3,8,11,6,4,8,7,7,4,4,3,1,0,0,0,0,0,0,217,-3.13,3.68,4,3.12,3.72,16,22,11,0
46,480.6667,480.6667,168,65,82,133,57,,124,"Tue, 17 May 2016 16:27:00 +0900",8.571429,42.85714,8.571429,30,0,0,59,56,12.85714,38.57143,0,0,1,0,0,0,3,17,19,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,216,-3.88,1.97,4,5.18,3.29,12,12,1,0
27,1754.5,1754.5,187,64,78,163,30,,0,"Tue, 17 May 2016 16:28:00 +0900",1.818182,32.72727,14.54545,36.36364,0,0,0,0,7.272727,29.09091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,4,0,0,1,7,12,0
27,1606,1606,204,71,92,191,42,,0,"Tue, 17 May 2016 16:29:00 +0900",16.36364,38.18182,21.81818,16.36364,0,0,0,0,14.54545,38.18182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,4,0,0,6,11,6,0
3,2213.5,13790,188,52,84,167,35,,0,"Tue, 17 May 2016 16:30:00 +0900",0,14.73684,7.368421,69.47369,0,2,0,0,8.421053,22.10526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,4,0,0,1,1,1,1
47,130,130,187,52,74,117,39,,117,"Tue, 17 May 2016 16:31:00 +0900",0,13.84615,27.69231,55.38462,0,0,57,52,9.230769,13.84615,0,0,0,1,1,2,4,3,30,5,3,10,1,2,4,1,0,0,0,0,0,0,0,0,212,-7.25,2.19,4,3.84,4.68,12,17,17,0
60,0,0,0,0,0,0,0,,111,"Tue, 17 May 2016 16:32:00 +0900",0,0,0,0,3,0,56,54,0,0,3,0,0,1,1,1,5,5,23,15,20,10,3,0,2,2,1,1,1,0,1,0,0,0,211,0.28,3.98,4,0.87,3.5,8,11,17,0
47,1462.5,1462.5,153,24,76,102,62,,114,"Tue, 17 May 2016 16:33:00 +0900",0,64.61539,4.615385,36.92308,0,0,54,60,0,13.84615,0,0,0,0,1,0,3,2,5,4,3,3,4,1,1,0,0,0,0,0,0,0,0,0,210,-6.64,2.65,4,9.93,4.2,12,6,6,0
29,4743,4743,196,55,59,96,37,,0,"Tue, 17 May 2016 16:34:00 +0900",1.935484,32.90322,3.870968,52.25806,0,0,0,0,0,13.54839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,4,0,0,6,17,1,0
4,2044,5580,157,21,49,66,37,,0,"Tue, 17 May 2016 16:35:00 +0900",2.142857,10.71429,0,48.21428,0,2,0,0,3.214286,6.428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,4,0,0,11,6,6,1
8,3094,11280,176,65,80,194,39,,0,"Tue, 17 May 2016 16:36:00 +0900",0,26.53846,1.153846,69.23077,0,2,0,0,3.461539,13.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,4,0,0,12,6,6,1
0,2100,2100,160,20,100,106,93,,0,"Tue, 17 May 2016 16:37:00 +0900",0,1,1,57,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,4,0,0,7,6,11,1
1,1730.667,5620,159,46,90,146,37,,0,"Tue, 17 May 2016 16:38:00 +0900",1.016949,15.25424,4.067797,51.86441,0,3,0,0,7.118644,13.22034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,4,0,0,11,12,12,1
1,1799.5,8330,161,41,60,97,32,,0,"Tue, 17 May 2016 16:39:00 +0900",1.016949,12.20339,2.033898,48.81356,0,3,0,0,6.101695,12.20339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,4,0,0,11,12,1,2
0,36720,36720,160,10,75,118,32,,0,"Tue, 17 May 2016 16:40:00 +0900",0,1,1,57,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,4,0,0,1,1,6,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 16:41:00 +0900",0,1,1,50,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,4,0,0,6,11,6,1
1,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 16:42:00 +0900",0,1.016949,1.016949,50.84746,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,4,0,0,6,1,1,0
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 16:43:00 +0900",1,8,1,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,4,0,0,6,1,6,0
44,682.6667,682.6667,174,63,90,151,42,,131,"Tue, 17 May 2016 16:44:00 +0900",7.5,56.25,11.25,15,0,0,57,56,3.75,26.25,0,1,0,0,2,2,27,26,14,3,4,0,0,1,0,2,0,0,0,0,0,0,0,0,199,-7.47,3.13,4,2.46,3.97,12,11,22,0
59,0,0,0,0,0,0,0,,117,"Tue, 17 May 2016 16:45:00 +0900",60,0,0,0,3,0,56,53,0,0,1,0,0,0,0,0,7,16,44,27,10,2,1,0,3,1,1,0,0,1,0,0,0,0,198,15.77,3.18,4,-3.48,2.06,1,6,12,0
60,0,0,0,0,0,0,0,,130,"Tue, 17 May 2016 16:46:00 +0900",0,0,0,0,3,0,54,55,0,0,0,0,0,0,2,13,30,40,23,10,3,0,1,1,2,0,0,0,0,0,0,0,0,0,197,-3.3,2.29,4,1.56,3.12,17,17,17,0
37,2242.5,2242.5,138,25,114,174,71,,115,"Tue, 17 May 2016 16:47:00 +0900",13.04348,44.34783,28.69565,62.6087,0,0,59,60,2.608696,13.04348,0,0,1,0,1,2,5,4,4,13,8,7,2,5,1,0,0,0,1,0,0,0,0,0,196,2.52,1.79,4,1.78,4.03,12,6,17,0
60,0,0,0,0,0,0,0,,121,"Tue, 17 May 2016 16:48:00 +0900",0,0,0,0,3,0,59,58,0,0,0,0,0,0,0,3,11,15,53,17,10,7,0,1,1,0,0,0,0,0,1,0,0,0,195,-7.82,2.89,4,2.81,3.95,12,12,17,0
60,0,0,0,0,0,0,0,,120,"Tue, 17 May 2016 16:49:00 +0900",0,0,0,0,3,0,61,59,0,0,0,0,0,0,0,1,10,16,49,21,18,4,0,0,0,0,0,0,0,0,0,0,0,0,194,-8.95,3.11,4,3.04,4.42,16,11,16,0
47,708.5,708.5,213,24,94,137,64,,119,"Tue, 17 May 2016 16:50:00 +0900",4.615385,69.23077,9.230769,27.69231,0,0,58,57,4.615385,13.84615,1,0,0,0,2,1,9,13,27,10,9,6,3,2,0,0,0,0,1,0,0,0,0,0,193,-7.53,3.18,4,3.86,4.19,17,16,11,0
2,5490.667,12860,193,52,61,142,33,,0,"Tue, 17 May 2016 16:51:00 +0900",2.068965,19.65517,2.068965,66.20689,0,2,0,0,1.034483,10.34483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,4,0,0,12,12,7,1
1,0,0,290,0,179,179,179,,0,"Tue, 17 May 2016 16:52:00 +0900",0,11.18644,0,47.79661,0,2,0,0,0,1.016949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,4,0,0,6,7,12,2
0,5290,28280,182,53,69,137,46,,0,"Tue, 17 May 2016 16:53:00 +0900",3,13,3,31,0,3,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,4,0,0,12,0,6,3
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 16:54:00 +0900",1,2,7,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,4,0,0,1,1,1,0
8,450.6667,720,128,23,50,64,34,,0,"Tue, 17 May 2016 16:55:00 +0900",2.307692,3.461539,12.69231,28.84615,0,2,0,0,3.461539,4.615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,4,0,0,1,17,17,1
5,10624.17,28200,188,67,83,114,38,,0,"Tue, 17 May 2016 16:56:00 +0900",6.545455,8.727272,9.818181,50.18182,0,2,0,0,1.090909,5.454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,4,0,0,12,1,1,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 16:57:00 +0900",0,0,0,27,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,4,0,0,1,1,1,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 16:58:00 +0900",0,0,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,4,0,0,1,1,1,0
0,3370,12580,154,38,64,132,40,,0,"Tue, 17 May 2016 16:59:00 +0900",1,5,9,41,0,3,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,4,0,0,1,7,6,1
15,2002.5,2002.5,160,56,71,145,31,,0,"Tue, 17 May 2016 17:00:00 +0900",5.333333,25.33333,8,54.66667,0,1,0,0,10.66667,26.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,4,0,0,6,6,1,2
3,3914,5160,133,8,61,106,41,,0,"Tue, 17 May 2016 17:01:00 +0900",0,5.263158,3.157895,45.26316,0,2,0,0,0,4.210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,4,0,0,1,1,1,1
0,0,0,140,0,91,91,91,,0,"Tue, 17 May 2016 17:02:00 +0900",0,2,5,33,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,4,0,0,1,1,1,1
0,3030,6720,166,50,73,100,42,,0,"Tue, 17 May 2016 17:03:00 +0900",1,2,6,57,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,4,0,0,6,1,1,1
1,4198.833,8010,210,93,52,73,39,,0,"Tue, 17 May 2016 17:04:00 +0900",0,8.135593,2.033898,43.72882,0,2,0,0,1.016949,3.050847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,4,0,0,1,1,10,1
4,8306.667,23960,143,23,77,143,33,,0,"Tue, 17 May 2016 17:05:00 +0900",0,16.07143,3.214286,66.42857,0,2,0,0,1.071429,6.428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,4,0,0,1,6,22,1
0,3200,5790,177,65,77,85,66,,0,"Tue, 17 May 2016 17:06:00 +0900",0,4,0,56,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,4,0,0,6,6,6,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:07:00 +0900",0,2,0,64,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,4,0,0,6,6,6,1
0,8720,16840,140,22,55,83,34,,0,"Tue, 17 May 2016 17:08:00 +0900",0,0,0,62,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,4,0,0,6,6,6,2
0,17760,32820,167,80,65,89,30,,0,"Tue, 17 May 2016 17:09:00 +0900",0,6,1,46,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,4,0,0,6,7,5,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:10:00 +0900",0,0,1,27,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,4,0,0,5,5,1,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:11:00 +0900",0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,4,0,0,6,1,6,0
6,17829,19810,195,15,116,148,84,,0,"Tue, 17 May 2016 17:12:00 +0900",2.222222,12.22222,0,16.66667,0,2,0,0,0,2.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,4,0,0,6,6,6,1
0,2230,4000,240,85,61,74,45,,0,"Tue, 17 May 2016 17:13:00 +0900",0,9,1,38,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,4,0,0,11,6,6,2
1,0,0,380,0,108,108,108,,0,"Tue, 17 May 2016 17:14:00 +0900",1.016949,3.050847,0,53.8983,0,2,0,0,0,1.016949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,4,0,0,6,6,6,3
0,0,0,150,0,31,31,31,,0,"Tue, 17 May 2016 17:15:00 +0900",0,4,0,45,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,4,0,0,6,7,6,3
0,8580,12710,188,87,44,57,31,,0,"Tue, 17 May 2016 17:16:00 +0900",0,13,0,58,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,4,0,0,7,7,11,3
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:17:00 +0900",0,0,0,44,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,4,0,0,6,6,6,1
2,17922,53960,143,27,94,142,61,,0,"Tue, 17 May 2016 17:18:00 +0900",0,0,1.034483,30,0,2,0,0,2.068965,4.137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,4,0,0,6,6,6,1
0,15190,44410,160,37,71,122,39,,0,"Tue, 17 May 2016 17:19:00 +0900",0,3,0,36,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,4,0,0,11,6,6,1
0,0,0,150,0,78,78,78,,0,"Tue, 17 May 2016 17:20:00 +0900",0,1,0,52,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,4,0,0,6,7,7,1
0,1970,7310,196,84,50,64,38,,0,"Tue, 17 May 2016 17:21:00 +0900",3,11,1,63,0,2,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,4,0,0,6,1,6,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:22:00 +0900",1,5,2,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,4,0,0,10,11,6,0
1,4533.167,10700,176,58,60,92,32,,0,"Tue, 17 May 2016 17:23:00 +0900",0,17.28814,2.033898,49.83051,0,2,0,0,1.016949,10.16949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,4,0,0,6,16,5,3
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:24:00 +0900",0,2,0,35,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,4,0,0,5,5,6,3
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:25:00 +0900",1,6,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,4,0,0,5,6,5,0
0,15710,45160,168,45,72,129,46,,0,"Tue, 17 May 2016 17:26:00 +0900",1,6,4,51,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,4,0,0,1,5,1,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:27:00 +0900",0,0,0,41,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,4,0,0,6,6,5,1
1,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:28:00 +0900",0,3.050847,0,33.55932,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,4,0,0,5,6,10,0
3,1890.5,7110,160,57,53,73,33,,0,"Tue, 17 May 2016 17:29:00 +0900",0,8.421053,5.263158,45.26316,0,3,0,0,5.263158,11.57895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,4,0,0,6,6,6,1
0,0,0,140,0,124,124,124,,0,"Tue, 17 May 2016 17:30:00 +0900",0,3,0,13,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,4,0,0,7,6,1,1
0,19380,38000,203,68,64,65,63,,0,"Tue, 17 May 2016 17:31:00 +0900",0,1,0,9,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,4,0,0,5,1,6,1
1,13363.5,13590,145,5,63,87,39,,0,"Tue, 17 May 2016 17:32:00 +0900",0,2.033898,0,22.37288,0,2,0,0,0,2.033898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,4,0,0,6,6,10,1
8,3033.333,14640,183,63,61,107,38,,0,"Tue, 17 May 2016 17:33:00 +0900",4.615385,18.46154,8.076923,71.53846,0,2,0,0,2.307692,17.30769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,4,0,0,11,1,1,1
1,5575.5,18120,176,46,57,74,32,,0,"Tue, 17 May 2016 17:34:00 +0900",2.033898,9.152542,9.152542,84.40678,0,3,0,0,1.016949,8.135593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,4,0,0,1,6,1,1
0,4870,16670,170,68,58,81,37,,0,"Tue, 17 May 2016 17:35:00 +0900",0,2,7,89,0,3,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,4,0,0,6,6,6,2
0,8050,15410,181,78,54,79,37,,0,"Tue, 17 May 2016 17:36:00 +0900",0,5,0,89,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,4,0,0,6,1,1,2
0,8050,19200,174,30,44,56,35,,0,"Tue, 17 May 2016 17:37:00 +0900",5,7,12,83,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,4,0,0,6,1,1,1
1,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:38:00 +0900",3.050847,1.016949,3.050847,96.61017,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,4,0,0,6,0,1,1
0,0,0,160,0,38,38,38,,0,"Tue, 17 May 2016 17:39:00 +0900",0,4,0,97,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,4,0,0,1,1,1,1
0,0,0,150,0,51,51,51,,0,"Tue, 17 May 2016 17:40:00 +0900",2,1,7,94,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,4,0,0,1,1,1,1
1,9027,26430,200,108,53,68,38,,0,"Tue, 17 May 2016 17:41:00 +0900",5.084746,4.067797,4.067797,79.32204,0,2,0,0,2.033898,4.067797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,4,0,0,1,1,6,1
0,0,0,150,0,49,49,49,,0,"Tue, 17 May 2016 17:42:00 +0900",0,0,0,23,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,4,0,0,1,11,6,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:43:00 +0900",0,0,5,21,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,4,0,0,6,6,6,1
0,9540,9540,150,20,58,68,47,,0,"Tue, 17 May 2016 17:44:00 +0900",3,2,5,40,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,4,0,0,2,1,1,1
0,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:45:00 +0900",1,0,1,23,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,4,0,0,12,11,12,1
1,0,0,0,0,0,0,0,,0,"Tue, 17 May 2016 17:46:00 +0900",1.016949,0,0,23.38983,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,4,0,0,11,12,12,0
2,4243.667,19580,170,38,57,95,38,,0,"Tue, 17 May 2016 17:47:00 +0900",4.137931,16.55172,5.172414,61.03448,0,3,0,0,1.034483,8.275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,4,0,0,1,1,1,1
8,3692,12260,166,35,76,131,53,,0,"Tue, 17 May 2016 17:48:00 +0900",1.153846,35.76923,0,32.30769,0,2,0,0,1.153846,11.53846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,4,0,0,6,12,6,1
0,4480,4480,210,10,37,40,33,,0,"Tue, 17 May 2016 17:49:00 +0900",2,8,1,25,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,4,0,0,1,1,1,1
0,14950,20800,175,38,52,92,35,,0,"Tue, 17 May 2016 17:50:00 +0900",0,6,3,78,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,4,0,0,1,1,1,1
4,4265.333,16050,181,71,71,108,31,,0,"Tue, 17 May 2016 17:51:00 +0900",3.214286,19.28571,4.285715,66.42857,0,2,0,0,0,10.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,4,0,0,6,0,7,1
